date,drug_category,actual_sales,p10_demand,p50_demand,p90_demand,uncertainty_band,safety_stock,reorder_point,target_stock_lvl,simulated_inventory,stockout_risk,overstock_risk,replenishment_recommendation,recommended_order_qty,order_trigger
2019-01-15,N05B,9.0,2.9,8.03,24.83,21.93,29.1,53.19,103.59,62.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-01-16,N05B,12.0,2.97,8.12,24.17,21.2,27.8,52.16,100.31,85.69,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-01-17,N05B,10.0,3.0,7.79,23.43,20.43,27.09,50.46,97.38,80.69,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-01-18,N05B,13.0,3.0,7.75,21.75,18.75,24.25,47.5,89.5,72.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-01-19,N05B,9.0,2.61,6.51,22.63,20.02,27.92,47.45,95.81,65.69,0,0,INCREASE REPLENISHMENT,20.0,PROACTIVE (Forward Shortfall)
2019-01-20,N05B,6.0,2.34,5.86,19.29,16.95,23.26,40.84,81.13,65.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-01-21,N05B,11.0,3.14,8.85,22.79,19.65,24.14,50.69,92.51,61.69,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-01-22,N05B,13.0,3.32,9.18,25.01,21.69,27.42,54.96,102.45,70.69,0,0,INCREASE REPLENISHMENT,21.0,PROACTIVE (Forward Shortfall)
2019-01-23,N05B,4.0,3.34,9.5,22.64,19.3,22.76,51.26,90.68,57.69,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-01-24,N05B,7.0,3.11,6.73,23.33,20.22,28.75,48.94,98.74,64.69,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-01-25,N05B,11.0,3.15,8.69,22.32,19.17,23.61,49.68,90.57,78.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-01-26,N05B,11.0,2.72,6.93,22.34,19.62,26.69,47.48,93.71,68.69,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-01-27,N05B,12.0,2.74,6.16,23.21,20.47,29.53,48.01,99.16,70.69,0,0,INCREASE REPLENISHMENT,16.0,PROACTIVE (Forward Shortfall)
2019-01-28,N05B,11.0,3.12,7.82,23.95,20.83,27.94,51.4,99.79,58.69,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-01-29,N05B,10.0,3.06,7.86,24.9,21.84,29.51,53.09,104.21,60.69,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-01-30,N05B,8.0,2.77,7.97,20.59,17.82,21.86,45.77,83.63,66.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-01-31,N05B,8.0,3.17,8.06,18.23,15.06,17.61,41.79,72.3,71.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-02-01,N05B,9.0,3.18,8.32,15.08,11.9,11.71,36.67,56.95,78.69,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-02-02,N05B,8.0,2.8,7.53,16.48,13.68,15.5,38.09,64.94,69.69,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-02-03,N05B,10.0,2.76,6.81,17.03,14.27,17.7,38.13,68.79,61.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-02-04,N05B,5.0,3.08,7.81,17.15,14.07,16.18,39.61,67.63,51.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-02-05,N05B,2.0,3.36,8.16,19.84,16.48,20.23,44.71,79.75,46.69,0,0,INCREASE REPLENISHMENT,18.0,PROACTIVE (Forward Shortfall)
2019-02-06,N05B,4.0,3.19,6.18,21.92,18.73,27.26,45.8,93.02,52.69,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-02-07,N05B,11.0,3.05,6.1,18.14,15.09,20.85,39.15,75.27,56.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-02-08,N05B,9.0,3.11,7.88,17.3,14.19,16.32,39.96,68.22,63.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-02-09,N05B,10.0,2.73,6.53,17.67,14.94,19.3,38.89,72.31,69.69,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-02-10,N05B,9.0,2.65,5.71,17.08,14.43,19.69,36.82,70.93,59.69,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-02-11,N05B,10.0,2.91,7.07,17.59,14.68,18.22,39.43,70.99,50.69,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-02-12,N05B,8.2,3.07,7.33,17.38,14.31,17.41,39.4,69.55,43.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-02-13,N05B,16.0,3.09,8.0,16.46,13.37,14.65,38.65,64.03,44.49,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-02-14,N05B,9.0,3.13,7.6,19.82,16.69,21.17,43.97,80.63,37.49,1,0,INCREASE REPLENISHMENT,33.0,REACTIVE (Below ROP)
2019-02-15,N05B,16.0,3.12,7.96,20.14,17.02,21.1,44.98,81.52,36.49,1,0,INCREASE REPLENISHMENT,10.0,REACTIVE (Below ROP)
2019-02-16,N05B,8.0,2.76,7.23,20.79,18.03,23.49,45.18,85.86,23.49,1,0,INCREASE REPLENISHMENT,20.0,REACTIVE (Below ROP)
2019-02-17,N05B,11.2,2.72,6.09,19.55,16.83,23.31,41.58,81.96,48.49,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-02-18,N05B,7.0,3.13,8.0,20.09,16.96,20.94,44.94,81.21,47.29,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-02-19,N05B,15.0,3.26,8.32,20.11,16.85,20.42,45.38,80.75,60.29,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-02-20,N05B,14.0,3.1,7.96,19.99,16.89,20.84,44.72,80.81,49.29,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-02-21,N05B,15.0,3.12,7.66,21.38,18.26,23.76,46.74,87.9,45.29,1,0,INCREASE REPLENISHMENT,21.0,REACTIVE (Below ROP)
2019-02-22,N05B,5.0,3.15,8.46,21.06,17.91,21.82,47.2,85.0,37.29,1,0,INCREASE REPLENISHMENT,12.0,REACTIVE (Below ROP)
2019-02-23,N05B,13.0,2.81,7.4,20.25,17.44,22.26,44.46,83.01,47.29,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-02-24,N05B,2.0,2.75,6.29,20.07,17.32,23.87,42.74,84.08,55.29,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2019-02-25,N05B,4.0,3.05,6.41,19.14,16.09,22.05,41.28,79.47,65.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-02-26,N05B,8.0,3.02,7.04,20.57,17.55,23.43,44.55,85.14,64.29,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-02-27,N05B,9.0,3.09,7.62,20.19,17.1,21.77,44.63,82.34,70.29,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-02-28,N05B,2.0,3.07,7.28,18.84,15.77,20.02,41.86,76.54,61.29,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-03-01,N05B,12.0,2.87,6.36,16.89,14.02,18.24,37.32,68.91,66.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-03-02,N05B,9.0,2.63,5.79,19.69,17.06,24.08,41.45,83.15,60.29,0,0,INCREASE REPLENISHMENT,20.0,PROACTIVE (Forward Shortfall)
2019-03-03,N05B,5.0,2.52,5.11,17.53,15.01,21.51,36.84,74.1,54.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-03-04,N05B,3.0,2.9,6.9,19.03,16.13,21.01,41.71,78.1,49.29,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-03-05,N05B,8.0,3.08,6.51,18.33,15.25,20.47,40.0,75.46,66.29,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-03-06,N05B,17.0,3.13,7.49,17.57,14.44,17.46,39.93,70.17,58.29,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-03-07,N05B,24.0,2.92,7.92,20.51,17.59,21.81,45.57,83.34,50.29,0,0,INCREASE REPLENISHMENT,31.0,PROACTIVE (Forward Shortfall)
2019-03-08,N05B,4.0,3.0,7.27,24.01,21.01,28.99,50.8,101.02,27.29,1,0,INCREASE REPLENISHMENT,41.0,REACTIVE (Below ROP)
2019-03-09,N05B,11.0,2.61,5.58,23.07,20.46,30.29,47.03,99.5,25.29,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2019-03-10,N05B,5.0,2.34,4.63,23.86,21.52,33.31,47.2,104.89,45.29,1,0,INCREASE REPLENISHMENT,16.0,REACTIVE (Below ROP)
2019-03-11,N05B,10.0,1.1,6.6,24.08,22.98,30.28,50.08,102.52,81.29,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-03-12,N05B,12.0,2.96,8.16,24.29,21.33,27.94,52.42,100.81,74.29,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-03-13,N05B,10.0,3.15,8.68,24.51,21.36,27.42,53.46,100.95,78.29,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-03-14,N05B,12.0,2.86,7.29,24.25,21.39,29.38,51.25,102.13,71.29,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-03-15,N05B,7.0,2.8,7.45,22.51,19.71,26.08,48.43,93.61,67.29,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-03-16,N05B,9.0,2.81,7.08,24.89,22.08,30.85,52.09,105.52,72.29,0,0,INCREASE REPLENISHMENT,19.0,PROACTIVE (Forward Shortfall)
2019-03-17,N05B,6.0,2.5,6.29,23.52,21.02,29.84,48.71,100.4,74.29,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-03-18,N05B,11.0,3.22,8.16,22.96,19.74,25.63,50.11,94.51,72.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-03-19,N05B,10.0,3.32,9.02,23.56,20.24,25.18,52.24,95.86,80.29,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-03-20,N05B,8.2,3.34,8.78,24.14,20.8,26.6,52.94,99.02,74.29,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-03-21,N05B,13.0,3.22,8.47,22.46,19.24,24.23,49.64,91.61,66.09,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-03-22,N05B,13.0,3.2,8.14,22.85,19.65,25.48,49.9,94.03,65.09,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-03-23,N05B,7.0,2.83,7.62,22.82,19.99,26.33,49.19,94.79,65.09,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2019-03-24,N05B,6.2,2.76,5.96,22.67,19.91,28.94,46.82,96.95,59.09,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-03-25,N05B,11.0,3.17,7.78,23.03,19.86,26.41,49.75,95.5,67.89,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-03-26,N05B,11.0,3.39,8.1,22.05,18.66,24.16,48.46,90.31,70.89,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-03-27,N05B,12.0,3.38,8.43,22.49,19.11,24.35,49.64,91.82,68.89,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-03-28,N05B,6.0,3.16,7.99,23.28,20.12,26.48,50.45,96.32,61.89,0,0,INCREASE REPLENISHMENT,17.0,PROACTIVE (Forward Shortfall)
2019-03-29,N05B,10.0,3.22,8.58,22.89,19.67,24.79,50.53,93.46,61.89,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-03-30,N05B,11.0,2.83,7.02,17.82,14.99,18.71,39.77,72.17,63.89,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-03-31,N05B,8.0,2.76,5.99,19.67,16.91,23.69,41.66,82.7,69.89,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-04-01,N05B,12.0,3.18,7.59,15.2,12.02,13.18,35.95,58.78,64.89,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-02,N05B,7.0,3.24,7.79,17.67,14.43,17.11,40.48,70.12,52.89,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-04-03,N05B,12.0,3.36,8.34,21.35,17.99,22.53,47.55,86.58,55.89,0,0,INCREASE REPLENISHMENT,23.0,PROACTIVE (Forward Shortfall)
2019-04-04,N05B,8.0,3.23,8.31,20.27,17.04,20.72,45.65,81.53,43.89,1,0,INCREASE REPLENISHMENT,7.0,REACTIVE (Below ROP)
2019-04-05,N05B,7.0,3.12,7.68,15.42,12.3,13.41,36.45,59.67,43.89,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-06,N05B,13.0,2.76,7.03,19.69,16.93,21.93,43.02,81.0,59.89,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-04-07,N05B,3.0,2.74,5.83,18.5,15.76,21.95,39.44,77.45,53.89,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-04-08,N05B,8.2,1.02,6.44,17.45,16.43,19.07,38.39,71.42,50.89,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-09,N05B,10.0,3.12,7.73,19.09,15.97,19.68,42.87,76.95,57.69,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-04-10,N05B,16.2,3.27,7.74,18.21,14.94,18.13,41.35,72.76,56.69,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-04-11,N05B,15.0,3.09,7.55,19.79,16.7,21.2,43.85,80.57,40.49,1,0,INCREASE REPLENISHMENT,24.0,REACTIVE (Below ROP)
2019-04-12,N05B,16.0,3.09,7.37,22.33,19.24,25.91,48.02,92.9,36.49,1,0,INCREASE REPLENISHMENT,27.0,REACTIVE (Below ROP)
2019-04-13,N05B,4.0,2.73,6.6,23.69,20.96,29.6,49.4,100.67,26.49,1,0,INCREASE REPLENISHMENT,24.0,REACTIVE (Below ROP)
2019-04-14,N05B,3.0,2.34,4.71,18.17,15.83,23.31,37.44,77.82,46.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-15,N05B,17.0,3.09,6.66,19.82,16.73,22.79,42.77,82.25,70.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-16,N05B,12.0,3.16,8.04,22.02,18.86,24.21,48.33,90.27,77.49,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-04-17,N05B,11.0,3.15,7.68,21.58,18.43,24.08,47.12,88.82,65.49,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-04-18,N05B,0.0,3.1,8.01,21.29,18.19,23.0,47.03,86.87,54.49,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-04-19,N05B,17.0,2.92,6.48,21.85,18.93,26.62,46.06,92.17,67.49,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-04-20,N05B,12.0,2.34,5.8,21.53,19.19,27.25,44.65,91.84,61.49,0,0,INCREASE REPLENISHMENT,17.0,PROACTIVE (Forward Shortfall)
2019-04-21,N05B,11.0,2.31,4.84,19.89,17.58,26.07,40.59,85.74,58.49,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-04-22,N05B,12.0,3.02,8.05,21.41,18.39,23.14,47.29,87.37,52.49,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-04-23,N05B,6.0,2.99,7.67,20.51,17.52,22.24,45.25,83.77,57.49,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-04-24,N05B,13.0,3.01,8.48,21.28,18.27,22.17,47.61,86.01,57.49,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-04-25,N05B,17.0,2.72,7.0,20.04,17.32,22.59,43.59,82.71,56.49,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-04-26,N05B,6.0,3.15,7.62,17.18,14.03,16.56,39.42,68.1,48.49,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-04-27,N05B,13.0,2.74,6.93,20.5,17.76,23.5,44.29,85.0,50.49,0,0,INCREASE REPLENISHMENT,23.0,PROACTIVE (Forward Shortfall)
2019-04-28,N05B,0.0,2.73,5.81,19.39,16.66,23.52,40.95,81.69,47.49,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-04-29,N05B,5.0,2.97,6.72,20.64,17.67,24.11,44.27,86.03,49.49,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-04-30,N05B,13.0,2.95,8.16,21.99,19.04,23.95,48.43,89.92,67.49,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-05-01,N05B,1.0,1.06,6.61,20.61,19.55,24.25,44.08,86.08,64.49,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-05-02,N05B,15.0,2.92,6.51,21.59,18.67,26.12,45.65,90.89,67.49,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-03,N05B,11.0,2.97,7.39,21.6,18.63,24.61,46.78,89.41,61.49,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-05-04,N05B,5.0,2.6,6.42,21.43,18.83,26.0,45.26,90.29,59.49,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-05-05,N05B,2.0,2.35,5.62,19.42,17.07,23.9,40.76,82.16,60.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-06,N05B,11.0,2.84,7.05,20.12,17.28,22.64,43.79,83.0,71.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-07,N05B,19.0,3.05,7.64,20.76,17.71,22.72,45.64,85.0,72.49,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-05-08,N05B,15.0,2.78,8.55,24.04,21.26,26.83,52.48,98.95,53.49,0,0,INCREASE REPLENISHMENT,33.0,PROACTIVE (Forward Shortfall)
2019-05-09,N05B,10.0,3.06,7.79,22.76,19.7,25.93,49.3,94.21,38.49,1,0,INCREASE REPLENISHMENT,10.0,REACTIVE (Below ROP)
2019-05-10,N05B,13.0,3.05,7.75,21.17,18.12,23.24,46.49,86.75,41.49,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2019-05-11,N05B,9.0,2.37,6.15,21.39,19.02,26.4,44.85,90.57,61.49,0,0,INCREASE REPLENISHMENT,17.0,PROACTIVE (Forward Shortfall)
2019-05-12,N05B,2.0,2.35,5.23,21.08,18.73,27.45,43.14,90.69,62.49,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-05-13,N05B,11.0,3.04,6.74,20.23,17.19,23.37,43.59,84.06,63.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-14,N05B,5.0,3.13,7.91,21.55,18.42,23.63,47.36,88.28,69.49,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-05-15,N05B,7.0,3.13,7.94,20.99,17.86,22.6,46.42,85.57,73.49,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-05-16,N05B,9.0,3.07,7.36,20.22,17.15,22.27,44.35,82.93,66.49,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-05-17,N05B,18.0,3.14,8.36,18.57,15.43,17.68,42.76,73.39,67.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-18,N05B,9.0,2.74,6.61,20.17,17.43,23.49,43.32,84.0,52.49,0,0,INCREASE REPLENISHMENT,28.0,PROACTIVE (Forward Shortfall)
2019-05-19,N05B,9.0,2.43,5.31,21.47,19.04,27.99,43.92,92.4,47.49,0,0,INCREASE REPLENISHMENT,17.0,PROACTIVE (Forward Shortfall)
2019-05-20,N05B,11.0,3.2,8.43,19.91,16.71,19.88,45.17,79.61,38.49,1,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-21,N05B,12.2,2.94,7.86,19.26,16.32,19.75,43.33,77.53,55.49,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-22,N05B,8.0,3.32,8.45,21.06,17.74,21.84,47.19,85.02,60.29,0,0,INCREASE REPLENISHMENT,19.0,PROACTIVE (Forward Shortfall)
2019-05-23,N05B,4.0,3.21,7.96,20.73,17.52,22.12,46.0,84.31,52.29,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-05-24,N05B,8.0,3.14,7.19,18.95,15.81,20.37,41.94,77.22,54.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-25,N05B,4.0,2.77,6.93,16.61,13.84,16.77,37.56,66.6,65.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-26,N05B,2.6,2.74,5.36,17.73,14.99,21.43,37.51,74.62,69.29,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-27,N05B,8.0,3.05,6.57,19.43,16.38,22.27,41.98,80.56,66.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-05-28,N05B,10.0,3.18,7.68,18.58,15.4,18.88,41.92,74.62,58.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-05-29,N05B,10.0,3.18,8.05,17.73,14.55,16.77,40.92,69.96,54.69,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-30,N05B,5.0,2.97,7.17,18.5,15.53,19.62,41.13,75.12,52.69,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-05-31,N05B,2.0,3.17,7.86,18.16,14.99,17.84,41.42,72.32,49.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-01,N05B,1.0,2.36,5.45,17.53,15.17,20.92,37.27,73.51,53.69,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-06-02,N05B,4.0,1.96,4.6,17.36,15.4,22.1,35.9,74.18,67.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-03,N05B,4.0,2.75,6.56,16.77,14.02,17.68,37.36,67.99,65.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-04,N05B,9.0,2.93,6.47,19.5,16.57,22.57,41.98,81.07,64.69,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-06-05,N05B,7.0,2.94,7.83,18.51,15.57,18.5,41.99,74.03,57.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-06,N05B,7.0,2.81,6.54,18.19,15.38,20.18,39.8,74.75,50.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-06-07,N05B,6.0,2.69,6.6,18.48,15.79,20.58,40.38,76.02,58.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-06-08,N05B,12.0,2.44,5.55,16.23,13.79,18.5,35.15,67.19,54.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-09,N05B,7.0,2.5,5.21,17.89,15.39,21.96,37.59,75.63,50.69,0,0,INCREASE REPLENISHMENT,17.0,PROACTIVE (Forward Shortfall)
2019-06-10,N05B,7.0,2.94,7.45,17.06,14.12,16.65,39.0,67.83,51.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-11,N05B,9.0,3.16,7.51,17.76,14.6,17.75,40.28,71.03,44.69,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-06-12,N05B,11.0,3.3,7.36,18.27,14.97,18.9,40.98,73.71,52.69,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-06-13,N05B,2.0,3.01,6.93,18.07,15.06,19.3,40.09,73.51,41.69,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-06-14,N05B,2.0,3.06,7.05,18.07,15.01,19.09,40.24,73.3,49.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-15,N05B,13.0,2.27,5.43,18.49,16.22,22.62,38.91,78.09,59.69,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-06-16,N05B,2.0,2.7,5.36,18.1,15.4,22.07,38.15,76.37,56.69,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-06-17,N05B,6.0,2.99,6.0,18.06,15.07,20.89,38.89,75.07,56.69,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-06-18,N05B,8.0,3.01,7.55,18.85,15.84,19.57,42.22,76.12,57.69,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-06-19,N05B,6.0,3.13,7.65,18.93,15.8,19.54,42.49,76.33,60.69,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
